Town_County,Town,Town_Type,County,Year,Total_Rev,Total_Expenses,All_Tax_Rev,Real_Estat,Fed_Money,State_Money,MtoM,Population,Per_C_Tax,Per_C_Rev,Per_C_Ex
garrett boro somerset,garrett boro,Borough,somerset,2011,1016719.0,722277.0,44583.0,17781.0,305176.0,232565.0,612.0,456,97.77,2229.65,1583.94
garrett boro somerset,garrett boro,Borough,somerset,2012,671207.0,393169.0,49273.0,17409.0,382808.0,24896.0,1318.0,456,108.05,1471.95,862.21
garrett boro somerset,garrett boro,Borough,somerset,2013,408791.0,473984.0,48816.0,18353.0,35438.0,52363.0,1372.0,456,107.05,896.47,1039.44
garrett boro somerset,garrett boro,Borough,somerset,2014,297685.0,340861.0,49776.0,18767.0,0.0,16368.0,3438.0,456,109.16,652.82,747.5
garrett boro somerset,garrett boro,Borough,somerset,2015,386230.0,332543.0,50524.0,18830.0,101417.0,17893.0,3192.0,456,110.8,847.0,729.26
garrett boro somerset,garrett boro,Borough,somerset,2016,292259.0,311733.0,52876.0,18726.0,0.0,20460.0,3496.0,456,115.96,640.92,683.63
garrett boro somerset,garrett boro,Borough,somerset,2017,397958.0,328056.0,54430.0,19237.0,100000.0,20797.0,3748.0,456,119.36,872.71,719.42
columbus twp warren,columbus twp,Second Class Township,warren,2010,518906.0,583463.0,281841.0,146304.0,0.0,151299.0,60805.0,2034,138.56,255.12,286.85
columbus twp warren,columbus twp,Second Class Township,warren,2011,558173.0,596673.0,302167.0,147465.0,0.0,167766.0,65116.0,2034,148.56,274.42,293.35
columbus twp warren,columbus twp,Second Class Township,warren,2012,596215.0,505407.0,320846.0,150319.0,0.0,162448.0,88666.0,2034,157.74,293.12,248.48
columbus twp warren,columbus twp,Second Class Township,warren,2013,567756.0,522849.0,326597.0,152016.0,0.0,162036.0,56378.0,2034,160.57,279.13,257.05
columbus twp warren,columbus twp,Second Class Township,warren,2014,618618.0,607236.0,318042.0,159520.0,72821.0,185772.0,16979.0,2034,156.36,304.14,298.54
columbus twp warren,columbus twp,Second Class Township,warren,2015,549178.0,568431.0,334904.0,164034.0,757.0,186695.0,10699.0,2034,164.65,270.0,279.46
columbus twp warren,columbus twp,Second Class Township,warren,2016,862283.0,845333.0,315872.0,160623.0,105856.0,234681.0,191198.0,2034,155.3,423.93,415.6
columbus twp warren,columbus twp,Second Class Township,warren,2017,1192512.0,1279944.0,315302.0,160051.0,521942.0,321354.0,11967.0,2034,155.02,586.29,629.27
youngsville boro warren,youngsville boro,Borough,warren,2010,2820009.0,2817172.0,541813.0,105997.0,0.0,165433.0,2601.0,1729,313.37,1631.01,1629.36
youngsville boro warren,youngsville boro,Borough,warren,2011,2220761.0,2254121.0,521989.0,98901.0,0.0,117832.0,2599.0,1729,301.9,1284.42,1303.71
youngsville boro warren,youngsville boro,Borough,warren,2012,2404240.0,1892909.0,603263.0,100056.0,0.0,355199.0,2614.0,1729,348.91,1390.54,1094.8
youngsville boro warren,youngsville boro,Borough,warren,2013,2954617.0,2916969.0,746169.0,147418.0,766603.0,95471.0,26042.0,1729,431.56,1708.86,1687.08
youngsville boro warren,youngsville boro,Borough,warren,2014,2362860.0,2127125.0,709621.0,150986.0,263449.0,106636.0,26371.0,1729,410.42,1366.6,1230.26
youngsville boro warren,youngsville boro,Borough,warren,2015,2125050.0,2091278.0,751972.0,144912.0,0.0,110838.0,2536.0,1729,434.92,1229.06,1209.53
youngsville boro warren,youngsville boro,Borough,warren,2016,2111558.0,1888287.0,719043.0,151004.0,41150.0,126097.0,7481.0,1729,415.87,1221.26,1092.13
youngsville boro warren,youngsville boro,Borough,warren,2017,2026705.0,1830542.0,746615.0,155621.0,0.0,129345.0,2608.0,1729,431.82,1172.18,1058.73
clarendon boro warren,clarendon boro,Borough,warren,2010,160044.0,187930.0,68744.0,36869.0,0.0,16207.0,665.0,450,152.76,355.65,417.62
clarendon boro warren,clarendon boro,Borough,warren,2011,121926.0,132045.0,64477.0,34272.0,0.0,16572.0,9528.0,450,143.28,270.95,293.43
clarendon boro warren,clarendon boro,Borough,warren,2012,96784.0,96028.0,66905.0,35006.0,0.0,14465.0,8822.0,450,148.68,215.08,213.4
clarendon boro warren,clarendon boro,Borough,warren,2013,101780.0,100306.0,74213.0,36163.0,0.0,13923.0,591.0,450,164.92,226.18,222.9
clarendon boro warren,clarendon boro,Borough,warren,2014,88432.0,97187.0,62554.0,27870.0,0.0,11928.0,591.0,450,139.01,196.52,215.97
clarendon boro warren,clarendon boro,Borough,warren,2015,97543.0,104569.0,69944.0,25765.0,0.0,15519.0,591.0,450,155.43,216.76,232.38
clarendon boro warren,clarendon boro,Borough,warren,2017,105134.0,107722.0,57895.0,22640.0,0.0,17806.0,1028.0,450,128.66,233.63,239.38
mead twp warren,mead twp,Second Class Township,warren,2010,428634.0,505399.0,116935.0,0.0,151893.0,68401.0,3657.0,1386,84.37,309.26,364.65
mead twp warren,mead twp,Second Class Township,warren,2011,409890.0,440124.0,105729.0,0.0,136891.0,81437.0,3654.0,1386,76.28,295.74,317.55
mead twp warren,mead twp,Second Class Township,warren,2012,362930.0,582646.0,123176.0,0.0,81555.0,67506.0,3575.0,1386,88.87,261.85,420.38
mead twp warren,mead twp,Second Class Township,warren,2013,438017.0,333275.0,163408.0,0.0,100992.0,68770.0,0.0,1386,117.9,316.03,240.46
mead twp warren,mead twp,Second Class Township,warren,2014,525156.0,667900.0,145125.0,0.0,83002.0,82495.0,6750.0,1386,104.71,378.9,481.89
mead twp warren,mead twp,Second Class Township,warren,2015,558262.0,684065.0,144756.0,0.0,66338.0,82710.0,3075.0,1386,104.44,402.79,493.55
mead twp warren,mead twp,Second Class Township,warren,2016,370950.0,341573.0,144801.0,0.0,59194.0,91985.0,3844.0,1386,104.47,267.64,246.45
mead twp warren,mead twp,Second Class Township,warren,2017,367345.0,480770.0,133248.0,0.0,57854.0,89673.0,4756.0,1386,96.14,265.04,346.88
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2010,480960.0,533612.0,258757.0,97775.0,1190.0,124558.0,21292.0,1884,137.34,255.29,283.23
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2011,471239.0,486261.0,256365.0,93907.0,1072.0,132071.0,20283.0,1884,136.07,250.13,258.1
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2012,483026.0,451350.0,256289.0,94500.0,638.0,133934.0,46579.0,1884,136.03,256.38,239.57
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2013,456687.0,452049.0,299154.0,101840.0,0.0,131292.0,0.0,1884,158.79,242.4,239.94
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2014,525361.0,597480.0,292110.0,104883.0,0.0,139247.0,45928.0,1884,155.05,278.85,317.13
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2015,514174.0,475042.0,326707.0,105797.0,0.0,160466.0,593.0,1884,173.41,272.92,252.15
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2016,487741.0,458472.0,299525.0,105852.0,0.0,162813.0,8783.0,1884,158.98,258.89,243.35
brokenstraw twp warren,brokenstraw twp,Second Class Township,warren,2017,484618.0,509115.0,283823.0,102709.0,0.0,167476.0,9404.0,1884,150.65,257.23,270.23
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2010,139654.0,200778.0,14610.0,2881.0,98591.0,15527.0,893.0,216,67.64,646.55,929.53
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2011,137040.0,111738.0,17949.0,2984.0,88854.0,16036.0,892.0,216,83.1,634.44,517.31
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2012,98064.0,305826.0,17691.0,2945.0,52936.0,15427.0,891.0,216,81.9,454.0,1415.86
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2013,275066.0,391891.0,22138.0,3130.0,65552.0,15657.0,0.0,216,102.49,1273.45,1814.31
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2014,103058.0,62170.0,21261.0,3101.0,53875.0,16351.0,1672.0,216,98.43,477.12,287.82
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2015,132277.0,178139.0,20289.0,3110.0,43059.0,17796.0,0.0,216,93.93,612.39,824.72
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2016,86320.0,98819.0,15795.0,5458.0,38422.0,19404.0,721.0,216,73.13,399.63,457.5
cherry grove twp warren,cherry grove twp,Second Class Township,warren,2017,88396.0,88699.0,16895.0,3518.0,37552.0,19775.0,798.0,216,78.22,409.24,410.64
conewango twp warren,conewango twp,Second Class Township,warren,2010,1200718.0,1220033.0,937324.0,431708.0,0.0,189728.0,23513.0,3594,260.8,334.09,339.46
conewango twp warren,conewango twp,Second Class Township,warren,2011,1206720.0,1218962.0,924935.0,433740.0,0.0,220620.0,9565.0,3594,257.36,335.76,339.17
conewango twp warren,conewango twp,Second Class Township,warren,2012,1187355.0,1153478.0,921808.0,420894.0,0.0,196883.0,9420.0,3594,256.49,330.37,320.95
conewango twp warren,conewango twp,Second Class Township,warren,2013,1294913.0,1274908.0,1028783.0,441287.0,0.0,198558.0,8891.0,3594,286.25,360.3,354.73
conewango twp warren,conewango twp,Second Class Township,warren,2014,1313537.0,1450840.0,1009834.0,443840.0,0.0,222918.0,17782.0,3594,280.98,365.48,403.68
conewango twp warren,conewango twp,Second Class Township,warren,2015,1344701.0,1600024.0,1005605.0,424766.0,0.0,237351.0,0.0,3594,279.8,374.15,445.19
conewango twp warren,conewango twp,Second Class Township,warren,2016,1468095.0,1267371.0,1048933.0,481943.0,0.0,310001.0,25285.0,3594,291.86,408.48,352.64
conewango twp warren,conewango twp,Second Class Township,warren,2017,1727574.0,1887893.0,936962.0,395593.0,0.0,501206.0,154705.0,3594,260.7,480.68,525.29
bear lake boro warren,bear lake boro,Borough,warren,2010,15402.0,12390.0,8896.0,910.0,0.0,5984.0,0.0,164,54.24,93.91,75.55
bear lake boro warren,bear lake boro,Borough,warren,2011,33734.0,21085.0,14517.0,6778.0,0.0,7537.0,6353.0,164,88.52,205.7,128.57
bear lake boro warren,bear lake boro,Borough,warren,2013,26154.0,15183.0,15959.0,5527.0,0.0,9994.0,0.0,164,97.31,159.48,92.58
bear lake boro warren,bear lake boro,Borough,warren,2014,18966.0,18009.0,13345.0,4281.0,0.0,5542.0,0.0,164,81.37,115.65,109.81
bear lake boro warren,bear lake boro,Borough,warren,2015,19492.0,16164.0,12730.0,242.0,0.0,6594.0,0.0,164,77.62,118.85,98.56
bear lake boro warren,bear lake boro,Borough,warren,2016,31840.0,25403.0,16827.0,6867.0,0.0,13705.0,0.0,164,102.6,194.15,154.9
bear lake boro warren,bear lake boro,Borough,warren,2017,23183.0,21195.0,14830.0,4686.0,0.0,7671.0,0.0,164,90.43,141.36,129.24
glade twp warren,glade twp,Second Class Township,warren,2010,1027041.0,777636.0,472810.0,233127.0,40000.0,94571.0,29288.0,2308,204.86,444.99,336.93
glade twp warren,glade twp,Second Class Township,warren,2011,1002236.0,978011.0,436717.0,238188.0,0.0,104120.0,12059.0,2308,189.22,434.24,423.75
glade twp warren,glade twp,Second Class Township,warren,2012,1026417.0,1108697.0,518389.0,240609.0,0.0,95676.0,34444.0,2308,224.61,444.72,480.37
glade twp warren,glade twp,Second Class Township,warren,2013,870002.0,1120430.0,402218.0,191922.0,0.0,95999.0,8880.0,2308,174.27,376.95,485.45
glade twp warren,glade twp,Second Class Township,warren,2014,1092206.0,953006.0,514405.0,196027.0,0.0,102454.0,95900.0,2308,222.88,473.23,412.91
glade twp warren,glade twp,Second Class Township,warren,2015,1295871.0,1121531.0,603037.0,282663.0,0.0,109100.0,10979.0,2308,261.28,561.47,485.93
glade twp warren,glade twp,Second Class Township,warren,2016,1245085.0,925900.0,604656.0,332728.0,5205.0,122840.0,9473.0,2308,261.98,539.46,401.17
glade twp warren,glade twp,Second Class Township,warren,2017,1245780.0,1026483.0,565044.0,308261.0,5087.0,123451.0,58666.0,2308,244.82,539.77,444.75
deerfield twp warren,deerfield twp,Second Class Township,warren,2010,174636.0,133622.0,80181.0,52852.0,46.0,67879.0,4832.0,339,236.52,515.15,394.17
deerfield twp warren,deerfield twp,Second Class Township,warren,2011,280357.0,273747.0,83827.0,54864.0,1633.0,66187.0,5774.0,339,247.28,827.01,807.51
deerfield twp warren,deerfield twp,Second Class Township,warren,2012,311196.0,335360.0,83137.0,53106.0,0.0,72022.0,9145.0,339,245.24,917.98,989.26
deerfield twp warren,deerfield twp,Second Class Township,warren,2013,267166.0,230695.0,82443.0,52878.0,0.0,69889.0,0.0,339,243.19,788.1,680.52
deerfield twp warren,deerfield twp,Second Class Township,warren,2014,233520.0,231251.0,80752.0,54865.0,0.0,75398.0,0.0,339,238.21,688.85,682.16
deerfield twp warren,deerfield twp,Second Class Township,warren,2015,268960.0,287344.0,98828.0,60093.0,20.0,74059.0,68825.0,339,291.53,793.39,847.62
deerfield twp warren,deerfield twp,Second Class Township,warren,2016,281029.0,191316.0,99742.0,62716.0,18.0,83670.0,68836.0,339,294.22,828.99,564.35
deerfield twp warren,deerfield twp,Second Class Township,warren,2017,191905.0,160041.0,85434.0,62762.0,17.0,86337.0,4529.0,339,252.02,566.09,472.1
eldred twp warren,eldred twp,Second Class Township,warren,2010,341800.0,405242.0,87015.0,49670.0,0.0,127978.0,54127.0,650,133.87,525.85,623.45
eldred twp warren,eldred twp,Second Class Township,warren,2011,352950.0,407040.0,89314.0,49489.0,0.0,101200.0,44577.0,650,137.41,543.0,626.22
eldred twp warren,eldred twp,Second Class Township,warren,2012,302758.0,363292.0,89507.0,50248.0,0.0,97077.0,43752.0,650,137.7,465.78,558.91
eldred twp warren,eldred twp,Second Class Township,warren,2013,320824.0,346327.0,100411.0,56374.0,0.0,96461.0,40840.0,650,154.48,493.58,532.81
eldred twp warren,eldred twp,Second Class Township,warren,2014,313481.0,375060.0,98663.0,56777.0,0.0,102869.0,32863.0,650,151.79,482.28,577.02
eldred twp warren,eldred twp,Second Class Township,warren,2015,414220.0,374829.0,173538.0,58640.0,0.0,111772.0,42217.0,650,266.98,637.26,576.66
eldred twp warren,eldred twp,Second Class Township,warren,2016,359554.0,367409.0,110044.0,58050.0,0.0,129407.0,34552.0,650,169.3,553.16,565.24
eldred twp warren,eldred twp,Second Class Township,warren,2017,382736.0,403019.0,107298.0,57565.0,0.0,134780.0,52023.0,650,165.07,588.82,620.03
elk twp warren,elk twp,Second Class Township,warren,2010,355978.0,338876.0,152314.0,85836.0,0.0,150595.0,37513.0,520,292.91,684.57,651.68
elk twp warren,elk twp,Second Class Township,warren,2011,365139.0,339730.0,153730.0,86500.0,0.0,156225.0,39073.0,520,295.63,702.19,653.33
elk twp warren,elk twp,Second Class Township,warren,2012,1018894.0,1056433.0,192192.0,100262.0,0.0,790046.0,19704.0,520,369.6,1959.41,2031.6
elk twp warren,elk twp,Second Class Township,warren,2013,318852.0,262376.0,205496.0,99957.0,0.0,70537.0,39476.0,520,395.18,613.18,504.57
elk twp warren,elk twp,Second Class Township,warren,2014,285466.0,227907.0,198542.0,106551.0,0.0,53215.0,20053.0,520,381.81,548.97,438.28
elk twp warren,elk twp,Second Class Township,warren,2015,395268.0,244926.0,209550.0,105448.0,0.0,69380.0,3238.0,520,402.98,760.13,471.01
elk twp warren,elk twp,Second Class Township,warren,2016,381461.0,406375.0,208919.0,104695.0,0.0,78396.0,26889.0,520,401.77,733.58,781.49
elk twp warren,elk twp,Second Class Township,warren,2017,442222.0,301632.0,329908.0,101312.0,0.0,80130.0,26516.0,520,634.44,850.43,580.06
farmington twp warren,farmington twp,Second Class Township,warren,2010,556772.0,504583.0,207703.0,120500.0,0.0,161159.0,16074.0,1259,164.97,442.23,400.78
farmington twp warren,farmington twp,Second Class Township,warren,2011,450712.0,424348.0,215627.0,134139.0,0.0,158509.0,24578.0,1259,171.27,357.99,337.05
farmington twp warren,farmington twp,Second Class Township,warren,2012,535961.0,439210.0,311486.0,224741.0,0.0,158998.0,0.0,1259,247.41,425.7,348.86
farmington twp warren,farmington twp,Second Class Township,warren,2013,458702.0,460001.0,217749.0,124184.0,0.0,155372.0,10783.0,1259,172.95,364.34,365.37
farmington twp warren,farmington twp,Second Class Township,warren,2014,508522.0,486886.0,220051.0,127227.0,0.0,134597.0,32603.0,1259,174.78,403.91,386.72
farmington twp warren,farmington twp,Second Class Township,warren,2015,562138.0,439036.0,247105.0,148433.0,0.0,177675.0,39708.0,1259,196.27,446.5,348.72
farmington twp warren,farmington twp,Second Class Township,warren,2016,556120.0,501643.0,234895.0,122060.0,0.0,206007.0,9188.0,1259,186.57,441.72,398.45
farmington twp warren,farmington twp,Second Class Township,warren,2017,582253.0,565487.0,227275.0,109502.0,0.0,198393.0,10652.0,1259,180.52,462.47,449.16
freehold twp warren,freehold twp,Second Class Township,warren,2010,348744.0,334062.0,109147.0,40362.0,0.0,121978.0,17158.0,1510,72.28,230.96,221.23
freehold twp warren,freehold twp,Second Class Township,warren,2011,368826.0,325437.0,115680.0,48839.0,0.0,128687.0,10623.0,1510,76.61,244.26,215.52
freehold twp warren,freehold twp,Second Class Township,warren,2012,351317.0,297618.0,112739.0,41441.0,0.0,127459.0,10696.0,1510,74.66,232.66,197.1
freehold twp warren,freehold twp,Second Class Township,warren,2013,345020.0,325958.0,111758.0,37796.0,0.0,123408.0,10006.0,1510,74.01,228.49,215.87
freehold twp warren,freehold twp,Second Class Township,warren,2014,382914.0,381146.0,117858.0,46696.0,0.0,131723.0,18021.0,1510,78.05,253.59,252.41
freehold twp warren,freehold twp,Second Class Township,warren,2015,418852.0,355752.0,130246.0,42919.0,0.0,142422.0,34902.0,1510,86.26,277.39,235.6
freehold twp warren,freehold twp,Second Class Township,warren,2016,413465.0,362706.0,119850.0,42871.0,0.0,178090.0,8852.0,1510,79.37,273.82,240.2
freehold twp warren,freehold twp,Second Class Township,warren,2017,414147.0,367742.0,115011.0,44547.0,0.0,173090.0,9872.0,1510,76.17,274.27,243.54
limestone twp warren,limestone twp,Second Class Township,warren,2010,115733.0,139332.0,8732.0,3807.0,65290.0,33031.0,0.0,403,21.67,287.18,345.74
limestone twp warren,limestone twp,Second Class Township,warren,2011,106544.0,101142.0,7832.0,3762.0,58841.0,35373.0,0.0,403,19.43,264.38,250.97
limestone twp warren,limestone twp,Second Class Township,warren,2012,81743.0,98867.0,7287.0,3354.0,35056.0,33234.0,0.0,403,18.08,202.84,245.33
limestone twp warren,limestone twp,Second Class Township,warren,2013,90345.0,112423.0,8629.0,3676.0,43328.0,32684.0,0.0,403,21.41,224.18,278.97
limestone twp warren,limestone twp,Second Class Township,warren,2014,85442.0,98372.0,10547.0,3975.0,35678.0,34649.0,0.0,403,26.17,212.01,244.1
limestone twp warren,limestone twp,Second Class Township,warren,2015,76186.0,99307.0,5729.0,3922.0,28515.0,37393.0,0.0,403,14.22,189.05,246.42
limestone twp warren,limestone twp,Second Class Township,warren,2016,84904.0,165895.0,9556.0,3767.0,25444.0,42589.0,0.0,403,23.71,210.68,411.65
limestone twp warren,limestone twp,Second Class Township,warren,2017,116662.0,71067.0,40384.0,19116.0,24868.0,41904.0,0.0,403,100.21,289.48,176.34
pine grove twp warren,pine grove twp,Second Class Township,warren,2010,928076.0,1158383.0,472327.0,209157.0,16678.0,127355.0,7493.0,2695,175.26,344.37,429.83
pine grove twp warren,pine grove twp,Second Class Township,warren,2011,1001546.0,1084123.0,498416.0,242531.0,24801.0,137960.0,7488.0,2695,184.94,371.63,402.27
pine grove twp warren,pine grove twp,Second Class Township,warren,2012,967596.0,924173.0,492310.0,237223.0,0.0,127355.0,15049.0,2695,182.68,359.03,342.92
